EXO 1:1	Iată numele fiilor lui Israel care au venit în Egipt cu Iacov, fiecare cu familia lui:
EXO 29:20	Then you shall kill the ram, and take some of its blood, and put it on the tip of the right ear of Aaron, and on the tip of the right ear of his sons, and on the thumb of their right mână, and on the big toe of their right foot; and sprinkle the blood around on the altar.
EXO 29:21	You shall take of the blood that is on the altar, and of the anointing oil, and sprinkle it on Aaron, and on his garments, and on his sons, and on the garments of his sons with him: and he shall be made holy, and his garments, and his sons, and his sons’ garments with him. (text revizuit în limba română cu diacritice)
EXO 29:22	Also you shall take some of the ram’s fat, the fat tail, the fat that covers the innards, the cover of the liver, the two kidneys, the fat that is on them, and the right thigh (for it is a ram of consecration), (text revizuit în limba română cu diacritice)
EXO 29:23	and one loaf of bread, one cake of oiled bread, and one wafer out of the basket of unleavened bread that is before the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 29:24	You shall put all of this in Aaron’s mânăs, and in his sons’ mânăs, and shall wave them for a wave offering before the DOMNUL.
EXO 29:25	You shall take them from their mânăs, and burn them on the altar on the burnt offering, for a pleasant aroma before the DOMNUL: it is an offering made by fire to the DOMNUL.
EXO 29:26	You shall take the breast of Aaron’s ram of consecration, and wave it for a wave offering before the DOMNUL. It shall be your portion. (text revizuit în limba română cu diacritice)
EXO 29:27	You shall sanctify the breast of the wave offering and the thigh of the wave offering, which is waved, and which is raised up, of the ram of consecration, even of that which is for Aaron, and of that which is for his sons. (text revizuit în limba română cu diacritice)
EXO 29:28	It shall be for Aaron and his sons as their portion forever from the children of Israel; for it is a wave offering. It shall be a wave offering from the children of Israel of the sacrifices of their peace offerings, even their wave offering to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 29:29	The holy garments of Aaron shall be for his sons after him, to be anointed in them, and to be consecrated in them. (text revizuit în limba română cu diacritice)
EXO 29:30	Seven days shall the son who is priest in his place put them on, when he comes into the Tent of Meeting to minister in the holy place. (text revizuit în limba română cu diacritice)
EXO 29:31	You shall take the ram of consecration and boil its meat in a holy place. (text revizuit în limba română cu diacritice)
EXO 29:32	Aaron and his sons shall eat the meat of the ram, and the bread that is in the basket, at the door of the Tent of Meeting. (text revizuit în limba română cu diacritice)
EXO 29:33	They shall eat those things with which atonement was made, to consecrate and sanctify them; but a stranger shall not eat of it, because they are holy. (text revizuit în limba română cu diacritice)
EXO 29:34	If anything of the meat of the consecration, or of the bread, remains to the morning, then you shall burn the remainder with fire. It shall not be eaten, because it is holy. (text revizuit în limba română cu diacritice)
EXO 29:35	You shall do so to Aaron and to his sons, according to all that I have commanded you. You shall consecrate them seven days. (text revizuit în limba română cu diacritice)
EXO 29:36	Every day you shall offer the bull of sin offering for atonement. You shall cleanse the altar when you make atonement for it. You shall anoint it, to sanctify it. (text revizuit în limba română cu diacritice)
EXO 29:37	Seven days you shall make atonement for the altar, and sanctify it; and the altar shall be most holy. Whatever touches the altar shall be holy. (text revizuit în limba română cu diacritice)
EXO 29:38	Now this is that which you shall offer on the altar: two lambs a year old day by day continually. (text revizuit în limba română cu diacritice)
EXO 29:39	The one lamb you shall offer in the morning; and the other lamb you shall offer at evening; (text revizuit în limba română cu diacritice)
EXO 29:40	and with the one lamb a tenth part of an ephah of fine flour mixed with the fourth part of a hin of beaten oil, and the fourth part of a hin of wine for a drink offering. (text revizuit în limba română cu diacritice)
EXO 29:41	The other lamb you shall offer at evening, and shall do to it according to the meal offering of the morning and according to its drink offering, for a pleasant aroma, an offering made by fire to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 29:42	It shall be a continual burnt offering throughout your generations at the door of the Tent of Meeting before the DOMNUL, where I will meet with you, to speak there to you. (text revizuit în limba română cu diacritice)
EXO 29:43	There I will meet with the children of Israel; and the place shall be sanctified by my glory. (text revizuit în limba română cu diacritice)
EXO 29:44	I will sanctify the Tent of Meeting and the altar. I will also sanctify Aaron and his sons to minister to me in the priest’s office. (text revizuit în limba română cu diacritice)
EXO 29:45	I will dwell among the children of Israel, and will be their Dumnezeu. (text revizuit în limba română cu diacritice)
EXO 29:46	They shall know that Eu sunt the DOMNUL their Dumnezeu, who brought them out of the țară of Egipt, that I might dwell among them: Eu sunt the DOMNUL their Dumnezeu.
EXO 30:1	You shall make an altar to burn incense on. You shall make it of acacia wood. (text revizuit în limba română cu diacritice)
EXO 30:2	Its length shall be a cubit, and its width a cubit. It shall be square, and its height shall be two cubits. Its horns shall be of one piece with it. (text revizuit în limba română cu diacritice)
EXO 30:3	You shall overlay it with pure să pleceld, its top, its sides around it, and its horns; and you shall make a să pleceld molding around it.
EXO 30:4	You shall make two să plecelden rings for it under its molding; on its two ribs, on its two sides you shall make them; and they shall be for places for poles with which to bear it.
EXO 30:5	You shall make the poles of acacia wood, and overlay them with să pleceld.
EXO 30:6	You shall put it before the veil that is by the ark of the covenant, before the mercy seat that is over the covenant, where I will meet with you. (text revizuit în limba română cu diacritice)
EXO 30:7	Aaron shall burn incense of sweet spices on it every morning. When he tends the lamps, he shall burn it. (text revizuit în limba română cu diacritice)
EXO 30:8	When Aaron lights the lamps at evening, he shall burn it, a perpetual incense before the DOMNUL throughout your generations. (text revizuit în limba română cu diacritice)
EXO 30:9	You shall offer no strange incense on it, nor burnt offering, nor meal offering; and you shall pour no drink offering on it. (text revizuit în limba română cu diacritice)
